Z ID,SMILES,RT,ECP
Z4921552554,CS(=O)(=O)C=1C=C(C=CC1Cl)C(=O)NCCSSCCC(=O)O.OC(=O)C(F)(F)F,1.0067,1.2618
Z68342847,CN(CC=1C=NN(C)C1)C=2C=CC(=CN2)S(=O)(=O)N3CCCCC3,1.1592,1.2274
Z2060799377,CC1=NOC(=N1)C2CCN(C2)C(=O)C3=CNN=C3C=4C=CC(F)=CC4,0.9636,1.2441
Z111456832,COC=1C=CC=C(NS(=O)(=O)C=2C=CC=3NC(=O)C4=CC=CC2C34)C1,1.1091,1.2638
Z4899676831,COC=1C=CC(=CC1)N(CC=2C=CC=CC2)C(=O)CCC=3C=CC=C(NC(=O)C=C)C3,1.4066,1.3123
Z1984037977,NC(=O)C=1C=C(Cl)C=C(C1)S(=O)(=O)N2CCC(=CC2)C=3C=CC=CC3C(F)(F)F,1.2514,1.0776
Z8808546453,COC=1C=CC(OC)=C(C1)[C@H](O)CNC[C@]2(C[C@H](F)C2)C=3C=CC=CC3,0.8191,1.1044
Z1033615860,CC=1C=C(NC(=O)NC=2C=C(F)C=CC2C)N(C)N1,0.8484,1.0603
Z8917596776,COC=1C=C(F)C=C(F)C1NC(=O)C=2C=CC=3CC(N)CC3C2,0.8485,1.3334
Z5511487755,CN1C(=O)NCC21CN(CC=3C=CC=4C=C(O)C=CC4C3)C2,0.6792,1.3247
Z8743412476,COC=1C=CC=2N=C(O)C(CNCC=3C=CC=C4NN=CC34)=CC2C1,0.7983,1.3029
Z2581566715,CCCOC=1C=NC=C(C1)C=2C=CC(F)=CC2CC(=O)O,1.0584,1.2108
Z9076703701,COC(=O)C=1C=C(O)C=C(C1)C(=O)NC=2C=C(Cl)C=C(C2)C(=O)N,1.0525,1.2878
Z8861100299,OC(=O)CCSSCCC(=O)NNC=1N=C(Cl)C(Cl)=CC1Cl.OC(=O)C(F)(F)F,1.1672,1.2294
Z3071613389,CC=1C(=CC=CC1S(=O)(=O)NC2(CCSC2)C(=O)O)C(=O)O,0.9035,1.3082
Z4351065435,CN1N=CC(CC(=O)N2CCC(CC2)C3=NN(C=C3F)C=4C=CC=CC4)C1=O,1.157,1.3182
Z9130779969,O=C(NCCC1=NN=CN1)NC=2C=CC=C(CN3C=NC=4C=CC=CC4C3=O)C2,0.7772,1.1411
Z3552324027,"C[C@@H]1CC=2C(=NNC2[C@H](C)O1)C(=O)NC3(CC3)C(F)(F)F |&1:1,8,r|",1.0752,1.2633
Z1749309098,CN(CC1(O)CCN(CC=2C=CC=CC2)C1)C(=O)C=3C=NC(C)=CN3,0.5935,1.1596
Z1121635099,O=C(NC=1C=CC=C(C1)C2=NOC(=O)N2)C3=CN4C=CC=NC4=N3,0.9243,1.2768
Z8873743093,CNC(=O)C=1C=C(C)C=C(NC(=O)NC=2C=CC(CN(C)C)=C(C2)C(F)(F)F)C1,0.6448,1.0045
Z2267821898,O=C(CC1CCCCC1)N2CCN(CC2)C(=O)CS(=O)(=O)C3CC3,1.133,1.2693
Z5644174584,C=CC(=O)N1CCC(CCC(=O)NC=2N=CC=CN2)CC1,0.7072,1.1001
Z1653052096,O=C(N1CCC2(COC(=O)N2)CC1)C=3C=C(N=C4C=CC=CC34)C=5C=CC=C6C=CC=CC56,1.1559,1.2187
Z5000467365,COC(=O)C=1N=C(C=CC1C)C=2C=CC=3C(=O)N(CC3C2)C4CCC(=O)NC4=O,1.0743,1.2529
Z2283207856,CN1C=CN=C1C2N(CC2(C)C)C(=O)C3=CNN4C3=NC(=O)C=5C=CC=CC54,0.7443,1.1747
Z3492918654,CCOC(=O)C=1C=C(C=2C=CC(O)=CC2)N(N1)C=3C=CN(N3)C4CCOCC4,1.1767,1.2427
Z2011434905,CC1=NN2C=C(C=NC2=C1Cl)S(=O)(=O)NCCC3=NN=NN3C=4C=CC=CC4,1.0013,1.0429
Z144916528,COC=1C=CC(NC(=O)C=2C=CC=C3C(C)C(C)OC32)=CC1S(=O)(=O)N,1.2883,1.34
Z9125645342,CC(C)(C)NC(=O)C1N(CCC=2C=NN3CCCCC23)C(=O)C=4C=C(F)C=CC14,1.0393,1.0505
Z8875691624,COCC1(CNC(CC(C)C#N)C=2C=CC=CC2)COC1,0.8369,1.3439
Z2290863273,CNC(=O)CC(C)NC(=O)NC1=NC(=NS1)C=2C=CC=CC2,1.1203,1.3295
Z4294831089,O=C(CCC1(CCC#C)N=N1)N2NC(=O)CC2C=3C=CC=CC3,1.1732,1.3148
Z8986608944,CC(O)C1(CN(CC=2C=CC=3C=CNC3N2)C=4C=CC(C#N)=NN4)CC1,1.0624,1.1997
Z2005657234,CC1=NNN=C1C(=O)NC2=NC(CC=3C=CC(F)=CC3F)=NS2,1.1259,1.1669
Z352534962,CCOC=1C=CC(NS(=O)(=O)C=2C=CC(=CC2)C(=O)NC3=NN=CN3)=CC1,1.0799,1.2966
Z4999749046,O=C1N(CC=2C=CC(CNC3=NS(=O)(=O)C=4C=CC=CC34)=CC12)C5CCC(=O)NC5=O,0.9326,1.3032
Z4439378388,CC=1C=CC=2SN=C(C(=O)N[C@@H]3CC=4C=CC=CC4[C@H]3NC(=O)CCl)C2C1,1.4481,1.3201
Z1985511857,COC(=O)[C@@H]1CN(C[C@H]1C=2C=CC=CC2)C(=O)C3CC=CC3,1.2405,1.2395
Z7609293530,CN1C(CNC(=O)C2=CN3C=CC(CO)=CC3=N2)=CC=4C=NC=CC14,0.434,1.1209
Z2800567385,CC1=CN2C=CC(=CC2=N1)C(=O)N3CCN(CC3)C(=O)C=4C=CC=CC4O,0.5343,1.14
Z3484145170,CN(C)CCSSCCNC(=O)C=1NC=2C=C(F)C=C(F)C2C1C,0.7989,1.0966
Z983878278,CC1CN(CC(C)O1)C(=O)C=2C=CC(CNCC=3C=NN(C)C3)=CC2,0.7788,1.2921
Z3745922857,CCN1C=C(NC(=O)C=2C=CC(=CC2C)S(=O)(=O)F)N=N1,0.978,1.0965
Z807319956,CC1CCCN(C1)C(=O)NC=2C=CC=NC2N3CCOCC3,1.0303,1.2349
Z27205800,CCC(=O)N(C)CC(=O)NC=1C=CC=C2C=CC=CC12,1.0261,1.2279
Z4500649925,CC(C(=O)NCC1(CCN(C)CC1)C=2C=CC=CC2)C=3C=CC=4OCOC4C3,0.8852,1.2165
Z2172106905,CCC1=NOC(C)=C1C2=NOC(=N2)C3CCCC4=NC=CN34,0.8252,1.2176
Z851170692,CC=1C=CC(C)=C(C1)N2N=C(CCC2=O)C(=O)N3CCN(CCCOCC(F)(F)F)CC3,0.9313,1.2155
Z8716317124,CC=1C=CN=CC1CNC(CC(=O)O)C=2C=CC=CC2Cl.OC(=O)C(F)(F)F,0.8791,1.3679
Z4928167732,CC(=O)NC1=NC=2C=CC(Cl)=CC2N1C,0.8763,1.3727
Z1272345703,OCCN1CCC(CC1)NC2=NC=3N(N=CC3C(=O)N2)C=4C=CC=CC4,0.7689,1.1751
Z3827524855,O=C(NC[C@H]1CCCCN1)C=2SC=CC2S(=O)(=O)N3CCC=4C=CC=CC34,0.8563,1.1773
Z2965815369,CC=1C=CC=C2CC(OC21)C(=O)NC3=CC=NN3C4CCC4,1.1958,1.1771
Z2347745748,CC1=NN=C2C=CC(NCC3CCOC(C)(C)C3)=NN12,0.9173,1.1826
Z2765529492,CCO[C@@H]1C[C@@H](NC(=O)C=2NC=3C=CC=CC3C2OC)C41CCOCC4,1.2285,1.1818
Z8765934127,CCN(C[C@@H](O)C(F)(F)F)C1=CC(F)=NNC1=O,1.0903,1.3372
Z1455363898,OC(=O)[C@H]1CCCN1C(=O)C=2C=C(C=C(C2)C(F)(F)F)N3CCCC3=O,1.1471,1.3793
Z6068923519,CC1CC(CN)CN1C(=O)C=2C=CC(=CN2)C3(CC3)C(F)(F)F,0.7551,1.1672
Z9081876343,"COC(=O)C(C)(C)CS(=O)(=O)NC[C@@]12CC[C@H]2CN(C1)C(=O)C=3C=CC(F)=C(C3)C(F)(F)F |&1:13,16,r|",1.2043,1.1193
Z8987153214,CCC1=NC=C(CN(CCC2CC2C)C=3C=CC4=NN=C(C(F)F)N4N3)S1,1.2752,1.1765
Z412686168,CNC(=O)C=1C=CC(CN(CC2=CC=CO2)C(=O)NC=3C=CC(N4CCCC4=O)=C(OC)C3)=CC1,1.1493,1.335
Z2607589374,OC(=O)C(C1CCCC1)C(=O)NCCN2C(=O)C=3C=CC=CC3S2(=O)=O,1.0465,1.2284
Z1319692291,CN1C=CC=C1C2CCCCN2C(=O)C=3C=C(NN3)C=4C=CC=CC4,1.2959,1.2281
Z1806636216,CC(OCC=1C=CC(Cl)=CC1)C(=O)N2C(C)CC=3C=CC=CC23,1.4802,1.261
Z49657245,CC1=NC=2C=CC=CC2N1CC(=O)NN=CC=3C=CC=C(NC(=O)C=4C=CC(Cl)=CC4Cl)C3,1.0905,1.2669
Z8810894598,CCC(CC)C1CN(C1)C2=CC(Br)=NNC2=O,1.4297,1.2705
Z2963678613,CN1C(=CC=2C=CC=CC12)C(=O)NC3(CCOCC3)C=4N=CC=CN4,1.1837,1.3287
Z4010657951,CN1C=C(COC=2C=CC(CO)=CC2Br)C(=N1)C(F)F,1.1827,1.3324
Z3998824534,CC=1C=C(C=CC1F)C2=NOC(CP(=O)(C)C)=N2,1.1257,1.3334
Z3017611077,"CC(N[C@@H]1CN(C)C[C@H]1C2=CN=CN2C)C=3C=CC=4OCCC4C3 |&1:3,8,r|",0.2402,1.1968
Z8611995122,CC(C)CCN(CC(=O)NS(=O)(=O)C=1C=CC(=CC1)N2CCCS2(=O)=O)CC3=CC=CO3.OC(=O)C(F)(F)F,0.8461,1.1204
Z1509818133,COC(=O)C=1C=C(C)C=CC1S(=O)(=O)NC=2C=CC=3OC(=O)C=CC3C2,1.2374,1.2875
Z1407983321,CC(C)NC(=O)NC=1C=CC(CNC(=O)N(C)CC2=NN=NN2C)=CC1,0.869,1.27
Z8695255785,CC(C)C(CS(=O)(=O)N(CC1CC(C)C1)CC2=CC=NS2)C#N,1.2881,1.1396
Z1637908331,CC=1C=C(Cl)C(=CC1C)C(=O)NS(=O)(=O)CCCC#N,0.958,1.0689
Z2700146893,CC=1C=C(C=CC1F)S(=O)(=O)NC2(CN)CCOCC2,0.7877,1.2505
Z2242917551,CC=1C=CC=C(OCCC(=O)N2CCCC2CN)C1C,0.875,1.2366
Z8821218790,CC=1C=CC(=CC1NC(=O)C=2C=C3C=NNC3=CN2)C(=O)NC4CC4,0.8041,1.0111
Z8762225422,BrC1(Br)CC(C1)C(=O)OCCOCC=2C=CC=CC2,1.334,1.0722
Z2492909844,OC(=O)CN(C1CCC1)S(=O)(=O)C2=CSC=3C=CC=CC23,1.0042,1.0217
Z1728502463,CCC1=CN=C(CCNC(=O)C=2C=CC(=CC2F)C(=O)O)S1,0.8924,1.0856
Z4122461066,CC=1C=CC(CNC=2N=CC=C(N[C@H]3CC[C@H](N)CC3)N2)=CC1O,0.4828,1.109
Z5108696172,COC=1C=CC=CC1CNC(=O)C(C)OC=2C=CC=C(B(O)O)C2C=O,0.8645,1.1331
Z8865209797,CN1N=C(Br)C=C1CNC=2C=NC=NC2N3CCCC3,0.9461,1.355
Z2015569808,CC1=NNN=C1C(=O)N2CCC=3C=C(F)C=CC23,1.1073,1.2944
Z1263974142,CC1=CN=C(CSC=2N=C3N=C(C)C(C)=C(C)N3N2)O1,1.0752,1.268
Z9028732068,CC(C)(C)S(=O)(=O)CCNC=1C=CN=C2C=CC(N)=CC12,0.63,1.0873
Z9153386701,FS(=O)(=O)CCC1CCCN(C1)C(=O)C=2C=CC(=CC2)C3CCCN3C(=O)C=C,1.241,1.331
Z991046154,COC1=C(CNCC=2C=CC=CC2N3C=CC=N3)C(=NN1C)C(C)C,0.8002,1.1687
Z4121910042,CCC=1C=CC=C(CNC2CCCN(CC(=O)O)C2)C1O,0.7009,1.3285
Z3408889005,CC=1C=CC=2N(CCOC2N1)S(=O)(=O)C3C4CCCCC34,1.3252,1.3419
Z3016310957,CCOC(=O)C=1C=NN2C=CC(NC(=O)CC=3C=CN(CC)N3)=CC12,1.0698,1.2284
Z30234509,CCOC=1C=CC=CC1N2CCN(CC2)C(=O)C3(CC4CC5CC(O)(C4)C3)C5,1.2912,1.3194
Z8849658965,CCC=1C=CC(CC)=C(C1)C(=O)CN(C)C2CNC(=O)C32CC3,0.9249,1.2205
Z9062352739,COC(=O)C=1C=CC(C(C)C)=C(NC(=O)N(CC(C)O)CC2=CC=CS2)C1,1.2508,1.1502
Z8883269075,CC1=C(SC=2N=CNC(=O)C12)C(=O)NC3CN(CC=4C=CC=CC34)C(=O)C(C)(C)C,0.9122,1.0605
Z5219184878,CC=1C=CN=C(CN2C=C(C=N2)C(C)(C)C)N1,1.0428,1.1404
Z9061387708,CC(C)(C)OC(=O)N1CCCC(=C1)C(=O)N2[C@H]3C[C@H]3C[C@H]2CNC(=O)C4=CC(=O)N5N=CC=C5N4,1.2001,1.3065
Z3079864439,NC=1N=C(NC2CCOCC32CCCCC3)N=C(N1)C(F)(F)F,1.3046,1.2931
Z3357265253,CC1=NN(CC(F)F)C=C1C(=O)NS(=O)(=O)C=2C=NN(C)C2C,0.8892,1.2123
Z2846513021,O=S1(=O)CCCC(CN2C=C(N=N2)C=3C=CC=4CCCC4C3)C1,1.1956,1.2632
Z1762255558,CN(C[C@@H]1C[C@H](F)CN1CC(=O)N)C(=O)C=2C=C(C)ON2,0.6694,1.2583
Z30681776,CN(CC=1C=CC=C(F)C1)C(=O)C=2C=C(NC(=O)C)C=C(NC(=O)C)C2,1.0202,1.2583
Z3070470942,CN1CCN(CC1)C=2C=CC(=CC2N)C=3C=CC=C(CN4CCOCC4)C3,0.4577,1.1508
Z1638766390,CCCN1C=C(C=N1)C(=O)NC=2C=C(NC(=O)CN3CCCCC3C)C=CC2F,0.912,1.2852
Z8653534710,CN1C=C(CC2CCCC2NC3=CN(C)N=C3C4=CC=CO4)C=N1,1.0456,1.1159
Z8759538851,CCOC(=O)C=1C=C(N=C(N)N1)N2CCC(CC2)C3=NC=4C=CC=NC4S3,0.697,1.0083
Z907921474,NC(=O)C=1C=CC=C(NC(=O)C2CCN(CC=3C=CC=CC3)CC2)C1,0.7071,1.2115
Z9061893707,COC=1C=CC=C2NN=C(C(=O)NC(C)C3(O)CN(C3)C(=O)C4CCC(=O)N4C5CC5)C12,0.7415,1.1329
Z8504155994,CCC=1C=C(CC)C=C(OCC2COC2)C1,1.3588,1.1445
Z8874973245,COC=1C=CC=CC1C2=CNC=C2C(=O)N3CCN(C(CF)C3)C(=O)C=C,1.1057,1.3657
Z7848340158,ClC=1C=NC(CN(CC=2C=CC(=CC2)C=3N=NNN3)C4CC4)=NC1,0.9755,1.3727
Z7000043063,COC(=O)C=1C=CC=2CN(CCOC2C1)C=3C=NNC(=O)C3Br,1.1548,1.3663
Z1368704839,CN1N=CC=2C(=O)N(CC(=O)N3CCC=4C(F)=CC=C(F)C4C3)C=NC12,1.0276,1.224
Z8781836620,C1CC(C1)N2N=C(N=C2C=3C=CC=C4C=CC=NC34)C=5C=CC=NC5,1.2252,1.3685
Z3008654669,CC(C)C1N(CC1(C)C)S(=O)(=O)C=2C=CC(OCC(=O)O)=CC2,1.1425,1.1454
Z8794927952,CC=1C=C2C(N)=NC=C(C=3C=CC=4N=CNC4C3)N2N1,0.5059,1.3123
Z5428536430,O=C(NCC=1C=CC=C(C1)C=2C=CNN2)C=3C=C(NC=4C=CC=CC4)N=CN3,1.178,1.2276
Z2738283961,NC(=O)C=1C=CC=2N(CCC2C1)C(=O)C=C,0.7907,1.2441
Z9092669403,ClC=1C=CC(NC2=NN=C(O2)C3CCOCC3)=CN1,0.9949,1.3236
Z9109593268,CC1(CCO1)C=2C=NC=C(C2)C=3C=NC=4NC(=O)COC4C3,0.8711,1.3245
Z9119635981,"C[C@@H]1CNC[C@H]1CC2=NC(CC=3C=CC=C(F)C3Cl)=NO2.OC(=O)C(F)(F)F |&1:1,5,r|",1.0068,1.3252
Z9079164049,CC(NC(=O)C=1C=CC(B(O)O)=C(C=O)C1)C2=NC=CN2C.OC(=O)C(F)(F)F,0.1928,1.1852
Z8756050552,CC=1SC(NC(=O)C=2C=C(Br)C=C3NC(=O)NC23)=NC1C4=CNC=5N=CC=CC45,1.0852,1.1962
Z5334469947,CC1=NC=2C(=NC(C)=NC2N1)N3CCC=4C=C(CO)C=CC4C3,0.8475,1.3044
Z5408267117,CC(C)OC=1C=NC=C(C1)C2=NC(=NO2)C3=COCCO3,1.1135,1.0784
Z2755561552,CC(=C)CN(CC=1C=CC=CC1)C(=O)C2CCCC(C2)C(=O)O,1.1578,1.1474
Z1862861052,CC1=CC=CN2C=C(CC(=O)N3CCC=4C=CN=C(O)C4C3)N=C12,0.6047,1.2162
Z3639797683,CN1C=C(C(=N1)C=2C=CC=CC2)S(=O)(=O)N3CCOCC43CNCCOC4,0.759,1.2159
Z1071465186,ClC=1C=CC(=CC1Cl)C2CN(CCO2)C(=O)NCC=3C=COC3,1.3169,1.2292
Z6182409150,CC(C)N1C=C(NCC2(CC3CC3)CC2)N=N1,1.3162,1.2999
Z8844024856,O=C(CNC(=O)C1CC1)NC2(CCN(C2)C(=O)C=3C=NC=C4C(=O)NCCC34)C=5C=CC=CC5,0.9535,1.2741
Z3340256172,CC(=CCN1N=C(C=C(C1=O)C(F)(F)F)C2CCCO2)C,1.498,1.3595
Z1528923338,CC1=CC=C(C2=NC(=CS2)C(=O)NC3=NC=4C=CC=CC4N3CCC=5C=CC=CN5)N1C,1.1322,1.1775
Z1998222390,COC=1C=CC(=CN1)S(=O)(=O)NCC=2C=CC=C(C2)N3C=NC=N3,0.9987,1.2152
Z991630392,CC(C)C(=O)N(CCC=1C=CC=CC1)CC=2C=CN=CC2,0.8747,1.1772
Z2358780294,CC(CN(C)C=1N=CC(Cl)=C(C)C1C#N)C(=O)O,1.1928,1.2222
Z9123536276,CN(C(=O)C=1C=C(NC=2N=CC=C(N2)C(F)(F)F)C=CC1C)C=3C=CC=CC3,1.4544,1.3211
Z8553294672,CCN1N=C(C=C1C2CC2)C(=O)NCC3CN(CCC3(F)F)C(=O)C(F)F,1.281,1.369
Z5380026381,CC=1N=CN=C(C(=O)NS(=O)(=O)C2=CC=C(Br)S2)C1C,1.0706,1.0861
Z3368292645,COCC=1C=COC1C2=NC(CN3C=CN=N3)=NO2,0.9803,1.2621
Z9163499446,CC(C)C1=NC(CC2CCN(CC2)C=3N=C(N=C4C=CC(Cl)=CC34)N(C)CCN5C=CC=N5)=NN1,1.0316,1.3322
Z5014717226,C(N[C@H]1CCN(CC=2C=CN=CC2)C1)C=3C=CC=CC3OCC=4C=CC=CN4,0.6645,1.2791
Z4345296224,COC=1C=CC(CN(CC2COCCOC2)C3CC3)=C(OC)C1,0.5687,1.0271
Z2655140217,CC1CCN(CC2=NC=3N(N=CC3C(=O)N2)C=4C=CC=CC4)CC1CO,0.8113,1.2284
Z646107730,CC=1N=NC(NCC=2C=CC(=CC2)N3CCSCC3)=C(C#N)C1C,1.1842,1.2648
Z2947352453,CC=1C=NC=C(C1)C2=NC(CN3CCC(CC3)C4=NN=CN4)=NO2,0.6436,1.2748
Z4662234903,CC1=NN(C)C=C1C2=CC=3C=C(F)C=CC3N2,1.2615,1.3337
Z50146701,FC=1C=CC(=CC1)N2N=C(CC2=O)C=3C=CC=CC3,1.1774,1.1051
Z4009672177,"CC(C)[C@@H]1CCC[C@H]1NC(=O)CC2=CSC(=C2)C(=O)O |&1:3,7,r|",1.1693,1.2092
Z8537297377,CC=1N=C(N=C2SC(N)=NC12)N3CCO[C@H](CS(=O)(=O)N)C3,0.657,1.11
Z4226310575,CC=1N=C(O)C(C)=C(N1)N2CCC(CC2)C(=O)C=3C=CC(O)=CC3,1.0626,1.3291
Z9061570260,CN(C1CCN(CC1)C(=O)C=2C=CC(N)=C3C=NC=CC23)C(=O)CN4C(=CC(=NS4(=O)=O)C)C,0.7777,1.307
Z3803448655,"OC(=O)C=1C=CN(CC(=O)N[C@@H]2CCCC[C@@H]2OC=3C=CC=CC3)N1 |&1:11,16,r|",0.9522,1.0687
Z3999943283,"CC(C)(C)C=1C=CC(CN2C[C@@H](C(=O)O)[C@@](C)(C2)C(F)(F)F)=CN1.OC(=O)C(F)(F)F |&1:11,15,r|",0.8803,1.2901
Z3832228686,ClC=1C=CC(=CN1)C2(CCC2)C(=O)NCC=3C=CC=CN3,0.9035,1.2524
Z1553027925,CC(O)C(=O)N1CCN(CC1)C(=O)C=2C=CC=NC2N3CCOCC3,0.7392,1.2716
Z4002430448,NS(=O)(=O)C=1C=CC(NC(=O)N2CCC=3C=C(F)C(F)=CC3C2)=CC1,1.1429,1.2852
Z3498900810,"O=C(CN1C(=O)[C@@H]2[C@@H]3CCC[C@@H]3CN2C1=O)N4CCC=5C=CC=CC45 |&1:6,7,11,r|",1.1839,1.2491
Z3071537280,CCN1N=CC(C(=O)NC2CCN(CCCC(C)C)CC2)=C1C,0.8877,1.2716
Z8773033814,CC[C@@H](NCC=1C(F)=CC(OC)=CC1F)C(=O)O.OC(=O)C(F)(F)F,0.7398,1.3398
Z8836455771,FC1=CNN=C1C(=O)NCC=2N=CC=CC2CNC(=O)C3=CN4C=CC=CC4=N3,0.5142,1.0302
Z4560051707,CC[C@@H](O)CN(C)C1=NC=C(S1)C(=O)N,0.7859,1.3512
Z8571459601,CN(C)C1=NN=C(CNC(=O)[C@@H](NC(=O)C2CCCN2C3=NC=CS3)C4CCCCC4)O1,1.0639,1.3486
Z1848638571,CC1=NN(C(NC(=O)C2CN(C3CC3)C(=O)C2)=C1C)C=4C=CC(Cl)=CC4,1.0248,1.2165
Z2991834808,C(OC=1C=NC=NC1)C2=NC=3CCCCC3O2,1.1753,1.3486
Z8803816757,CC=1C=CC(C2=NC(=NO2)N3CCC(O)CC3)=C4CCCC41,1.4354,1.2754
Z8968429210,O=C(NC1CCCCC1)C2=C(N=C(C3CN4CCC3C4)N2C5CNC(=O)C5)C=6C=CSC6,0.9351,1.293
Z2915465202,CN1N=C(O)C=2CCN(CC21)C(=O)CC=3C=CC=4C=CC=CC4C3,0.9829,1.1781
Z396970130,CC(NC(=O)CN1N=C(OC1=O)C2=CC=CS2)C3CCCO3,0.9467,1.2263
Z19934074,COC=1C=CC=C(NC(=O)CSC2=NN=C(O2)C=3C=CC(C)=CC3)C1,1.2037,1.3603
Z8716697212,NS(=O)(=O)C=1C=CC(C2=CN=C3C=CC=CN23)=C(Cl)C1,0.7636,1.3693
Z9050898723,CN1CCC(CN(CCC2=CN=CO2)C(=O)C(O)CC=3C=CC(F)=CC3)CC1,0.6868,1.0802
Z9081844314,FC(F)(F)C1=CC=C(O1)C(=O)N2CCC(CNC(=O)CN3C=CC=CC3=O)C2,1.0449,1.3387
Z1648018801,CC1=C(C=NN1C=2C=CC(=CN2)C(F)(F)F)C(=O)NC=3C=CC=C(C3)C=4N=CN(C)N4,1.3799,1.3477
Z8789195921,CCC=C1CCN(CC(=O)N(CC=2C=CC=CC2)C=3C=CC=CC3)C1,1.0327,1.303
Z810524498,O=C(NC=1C=CC(=CC1)C2=CN3C=CC=NC3=N2)C=4C=CC=NC4,0.8258,1.3399
Z1982420886,CC1=NSC=2N=CN(CCCO)C(=O)C12,0.7995,1.2636
Z8721917322,COC=1C=CC=2NC(=CC2C1)C(=O)N(C)CCN(C)C(=O)C3CCC3,1.2025,1.325
Z7376898854,CCC1=CSC(CN2CC3(C)CC2CCO3)=C1,0.8876,1.3243
Z1609481309,OC(=O)C1=CC=C(O1)C(=O)NCC2(CCC2)C=3C=CC(F)=CC3,1.211,1.2295
Z9050205676,CC1(CN(CC2=CN(CCC=C)N=N2)S(=O)(=O)C3=CSC=N3)CC1,1.2456,1.2971
Z2953641181,OC(CC1COCCN1C(=O)NC=2C=CN=C(N2)C3CC3)C=4C=CC=CC4,0.9424,1.3208
Z3797535751,CC(=O)NC=1C=CC(CCN2C(=O)N[C@@H](C2=O)C3=CCC4CC4C3)=CC1,0.9502,0.9872
Z1319775015,CC1=NC(C)=C(O1)C(=O)NCC(=O)N2CCC(CC=3C=CC=CC3)CC2,1.2617,1.2619
Z1447018170,CCOC=1C=CN=C(N1)N2CCCN(CC2)C(=O)NC3CCCCC3,1.0292,1.2625
Z3366170918,O=C(N1CC(C1)NC2CCOCC2)C=3C=CC(=CC3)C=4C=NNC4,0.633,1.2645
Z5254602891,Cl.O=C(NCC=1C=CC=2CN(C3CCC(=O)NC3=O)C(=O)C2C1)N4CCC[C@H]5CNC[C@H]54,0.4358,0.9859
Z8745646724,NC(=O)C1=NC(=CS1)C(=O)OCC(=O)C=2C=CC(C=C)=CC2,1.1915,1.3398
Z8663238430,CC1=NC=2C(=CC=CC2O1)C3=NC(CN4N=CC=N4)=NO3,1.1186,1.2983
Z6695489774,CCC(C(=O)NC(CC)(CC(=O)O)C(F)F)N1C=CC(=N1)C2CC2,1.0273,1.0697
Z8992422409,CC=1SC2=NC=C(C(=O)N3CCC(O)(CNC(=O)C=C)C3)N2C1C,0.6147,1.1515
Z1661755264,CC=1C=CC=CC1COC=2C=CC(=CC2)N3C=NC(N)=N3,1.1844,1.2187
Z1607527184,CC1=CSC(=O)N1CCSC=2N=C3CCCC3=C(O)N2,0.9587,1.2169
Z1162817941,CCOC=1C=CC(OCCNC(=O)CN2CCN(C)CC2C)=CC1,0.8245,1.2302
Z2042873999,CC(=O)N1CCC=2C=CC(=CC2CC1)S(=O)(=O)N3CC=4C=CC=CC4C(C)(C)C3,1.4764,1.363
Z8641041889,"OC(=O)[C@@H]1CCO[C@H]1C2CCN(CC=3C(O)=CC=CC3Cl)CC2.OC(=O)C(F)(F)F |&1:3,7,r|",0.8928,1.2969
Z3343916221,CC1(CCCC1)C2=CN(CC3=NN=C(O3)C4CCOCC4)N=N2,1.2131,1.3409
Z8721909885,CC(CC=1C=CC(=CC1)C=2C=CC=CC2)(C(=O)O)N3C=CN=C3.OC(=O)C(F)(F)F,1.0905,1.3679
Z7680115137,CC=1C=NC(CCNC2CCOC3(CCC(F)(F)CC3)C2)=NC1C,0.9341,1.293
Z1229932543,CC=1C=CC(=CC1)C(C)(C)C(=O)NC2=NN=NN2,1.0043,1.1763
Z2958767921,CCCC1=CC(=CC(=O)N1)C(=O)NC=2C=CC(OC(C)C)=CC2Cl,1.1644,1.1781
Z2361423683,O=C(NC1CCN(C1=O)C=2C=CC=CC2)NC=3C=CC=C(C3)C4CCC(=O)N4,0.9213,1.1781
Z2755125457,OC(=O)CC1(CCSCC1)NS(=O)(=O)C=2C=CC=CC2,1.0046,1.2156
Z4216715341,CN(C)C1=NC=2N=CN(CC=3C=CSC3Cl)C(=O)C2S1,1.2066,1.3649
Z1657795507,CC1=NN=C(NC(=O)C2(CCOCC2)C=3C=CC(Cl)=CC3)N1C,1.0562,1.2595
Z8874973533,C=CC(=O)N1CC(C1)C2CCCCN(C2)C(=O)CC3(CS(=O)(=O)C3)C=4C=CC=CC4,1.1371,1.2468
Z9138014426,OC(=O)C=1N=CC=CC1NC(=O)C2CC3(CC3(F)F)C2.OC(=O)C(F)(F)F,0.7887,1.1687
Z8691274627,CCC(C)CN(CCC1=CSC=N1)C(=O)C=2N=CN=C(C)C2C,1.2561,1.3224
Z3000177292,CC1CN(C(=O)C2=CN(C)N=C2C3CCCC3)C4=CC=NN4C1,1.1949,1.3441
Z3343626815,BrC=1C=C(CN2C(=O)[C@H]3CCCN3S2(=O)=O)C=CN1,1.1916,1.34
Z3756759270,CN(C(=O)C=C)C=1C=CC(=CC1)C(=O)NC2COC=3C=C(F)C=CC3C2,1.2081,1.2531
Z2242846704,CN1C(CN(CC=2C=NC=NC2)C3CCCNCC3)=NC=4C=CC=CC14,0.5671,1.2392
