Z ID,SMILES,RT,ECP
Z273401858,O=C(COC=1C=CC=2NC(=O)CCC2C1)NCC(C3=CC=CS3)C4=CNC=5C=CC=CC45,1.1685,1.2171
Z117937390,CC1OC=2C=CC(NC(=O)CN(CC3=CC=CO3)S(=O)(=O)C=4C=CC(C)=CC4)=CC2NC1=O,1.2309,1.2168
Z91290145,N#CC(=CC=1C=CC=NC1)C2=NC(=CS2)C3(CC4CC5CC(C4)C3)C5,1.6986,1.2355
Z18371611,CC(CCC=1C=CC=CC1)NC(=O)CN2C(Cl)=NC=3N(C)C(=O)N(C)C(=O)C23,1.1618,1.1763
Z52023681,COC=1C=C(NC(=O)C=2C=C(N=C3N(N=CC23)C(C)C)C=4C=CC=CC4)C=C(OC)C1,1.5431,1.2309
Z230724396,OC=1N=CC=CC1C(=O)NC=2C=CC(=NC2)N3CCCC3,0.7075,1.2497
Z27509424,CC1=NN(CC=2C=CC=CC2)C(C)=C1C(=O)NCC(C)(C)N3CCOCC3,0.8515,1.2576
Z18587370,O=C(CSC1=NC=2C=CC=CC2N1CCC=3C=CC=CC3)C=4C=CC(=CC4)C=5C=CC=CC5,1.6122,1.2265
Z28903661,O=C(N1CCN(CC1)S(=O)(=O)CC=2C=CC=CC2)C=3C=CC(=O)N(CC=4C=CC=CC4)N3,1.1968,1.2314
Z45602648,CC1=NNC(C)=C1S(=O)(=O)NC=2C=CC=C(C2)C3=NN=C4CCCCCN34,0.8763,1.2171
Z52006136,ClC=1C=CC(Cl)=C(SCC=2C=CC=C(C2)C(=O)N3CCN(CC3)C(=O)C4=CC=CO4)C1,1.4304,1.2637
Z29447365,COC(=O)C(CC1=CNC=2C=CC=CC12)NC(=O)CN3C(=NC=4C=CC=CC34)C(F)(F)F,1.2339,1.2407
Z281502318,CCONC(=O)C1=CC=2SC(NC=3C=CC=CC3)=NC2S1,1.1573,1.2173
Z119830226,CCN1C=NC=2N(CC=3C=CC=CC3)C(=O)N(CC(=O)NC=4C=CC=C(C4)C(=O)NC5CC5)C(=O)C12,1.1115,1.2219
Z73416359,COC=1C=CC(Cl)=CC1C(=O)NCC=2C=CC(=CC2)S(=O)(=O)N3CCOCC3,1.274,1.2771
Z650574162,CCC1=CC=C(CNC(=O)C=2C=NN(C2C)C=3C=CC=CN3)S1,1.2292,1.2188
Z51810874,CC(C)NC(=O)C=1C=CC=NC1OC=2C=CC=CC2,1.1745,1.2161
Z237645788,CC1=CC(C(=O)CSC2=NN=C(C3=CC=CS3)N2CCC(=O)N)=C(C)N1C4CC4,1.023,1.2141
Z14100097,CC1(NC(=O)N(CC(=O)C=2C=CC=CC2Cl)C1=O)C=3C=CC(C#N)=CC3,1.2224,1.2664
Z635790308,COC=1C=CC(CNC2CCN(CC=3C=CC(OC)=C(F)C3)CC2)=CC1O,0.5843,1.2161
Z56982722,CC=1C=CC(=CC1)N2C(SCC=3C=CC=C(Cl)C3)=NN=C2C=4C=CC=CN4,1.4408,1.2366
Z29095645,O=C(CN1C=NC=2C=CC=CC2C1=O)NC3=NC4=C(CCC=5C=CC=CC45)S3,1.2633,1.2312
Z15370198,COC=1C=CC=2C(=CC(SCC(=O)C=C3N(C)C=4C=CC=CC4C3(C)C)=NC2C1)C=5C=CC=CC5,1.7276,1.2681
Z110103958,CC=1C=CC(=CC1NC(=O)C2=CC=CO2)C(=O)NCCCOCC=3C=CC=CC3,1.2342,1.2508
Z595701076,O=C(CN1CCCC(C1)C(=O)NC2=NN=CS2)NC3=CC=NN3C4CCCC4,0.7987,1.2633
Z68721926,CC1(NC(=O)N(NC(=O)CNC(=O)C2CCCCC2)C1=O)C=3C=CC=CC3,1.0296,1.2146
Z1200999223,OC(=O)C(NC(=O)OCC1C=2C=CC=CC2C=3C=CC=CC13)C=4C=CC=C(Br)C4,1.5205,1.2871
Z17494423,CCN1N=NC=2C=C(C=CC12)C(=O)OCC3=NN=C(O3)C=4C=CC(Cl)=CC4,1.3465,1.2631
Z32846057,O=C(COC=1C=CC=2CCCC2C1)N3CCN(CC3)C(=O)C4CC4,1.1986,1.2473
Z815799714,CN1N=CC=2C(=NC=NC12)N3CCCC3C=4C=CC=C5C=CC=CC45,1.3111,1.2819
Z109769884,CC1=NC(=CS1)C2=CC=C(CNC(=O)C=3C(C)=NN(CC=4C=CC=CC4)C3Cl)S2,1.3952,1.2664
Z408802772,FC=1C=CC=C(OC=2N=CC=CC2CNC(=O)C3=NNC=4C=CC=CC34)C1,1.2601,1.254
Z392029176,O=C(NC1=NN=C(S1)C2CC2)C3CC(=NO3)C=4C=CC=CC4,1.1562,1.2485
Z45493331,CC=1C=CC(=CC1C)S(=O)(=O)N2CCCCC2C(=O)N,1.1264,1.2279
Z928811722,CC=1C=CC=C(C1)N2CCN(CC2)C(=O)C3=CC=C(NC3=O)C4=CC=CS4,1.2136,1.2565
Z30200200,CC1=CC=NC2=NC(=NN12)C(=O)NC3=NC=4C=CC=CC4S3,1.07,1.2471
Z1603513793,OC(=O)C(CNC(=O)C=1C=CC=C2C=CNC12)CC=3C=CC=CC3,1.2055,1.2466
Z165097338,O=C(COC=1C=CC(C#N)=CC1)N2CCN(CC3=CC=CO3)CC2,0.7569,1.2482
Z28180387,CS(=O)(=O)C=1C=CC=2N=C(NC(=O)COC=3C=CC(=CC3)C(=O)C=4C=CC=CC4)SC2C1,1.2555,1.2314
Z53793195,NC=1C=C(C=CC1Cl)C(=O)OCCOC=2C=CC(Br)=CC2,1.4809,1.2441
Z424341480,COC=1C=CC(F)=CC1C2=CSC(NC(=O)C(C)C)=N2,1.2873,1.1777
Z18677401,CC(C)NC(=O)NC(=O)COC(=O)C=1C=CC(=CC1)S(=O)(=O)NCC2=CC=CO2,1.1371,1.2115
Z15620202,CC(NC(=O)N)C(=O)OCCOC=1C=CC(Br)=CC1,1.1051,1.2459
Z112484044,CC(SC=1N=CN=C2N(N=CC12)C=3C=CC=CC3)C(=O)N4C=5C=CC=CC5NC(=O)C4(C)C,1.4127,1.2322
Z1268775797,CC(C)C1=NNC(=N1)C2CN(CCO2)C(=O)CCC=3C=CC=NC3,0.6231,1.215
Z928034656,COC=1C=C(C=C(OC)C1C)C(=O)N2CCC(CC2)C3=NC=C(N3)C=4C=CC(F)=C(F)C4,1.0479,1.1827
Z90175276,CC=1C=CC=C(NC(C(=O)NC2CC2)C=3C=CC=CC3)C1,1.2872,1.2645
Z200653316,CC=1C=CC(C2=NC(CC(=O)N3CC(=O)NC=4C=CC=CC34)=CS2)=C(C)C1,1.3197,1.2297
Z196851654,CCN(CC)S(=O)(=O)N1CCN(CC1)C=2C=CC(=CC2Cl)[N+](=O)[O-],1.4418,1.2303
Z18443814,COC=1C=CC(NC(=O)CSC2=NC=3C=C(C)C=CC3N2)=CC1,1.018,1.1801
Z18798845,O=C(COC(=O)C=1C=C(N=C2C=CC=CC12)C3=CC=CO3)NC=4C=CC(=CC4)N5CCCCC5,1.1163,1.2356
Z134704562,CC1(NC(=O)N(CC(=O)N2CCCCC2)C1=O)C=3C=CC(F)=CC3,1.0537,1.2181
Z238765454,COC=1C=CC=C(C1)C2=CSC(NC=3C=CC=CN3)=N2,1.2401,1.2161
Z18390276,FC=1C=CC(NC(=O)COC(=O)C=2C=NC=C(Br)C2)=CC1,1.1587,1.1975
Z15477986,CN1C(SCC(=O)NC(=O)NC2(CC3CC4CC(C3)C2)C4)=NC=5C=CC=CC15,1.491,1.2637
Z44876500,FC=1C=CC(NCC(=O)NN=C2CCCC=3C=CC=CC23)=CC1,1.2926,1.2168
Z20242478,O=C(CSC1=NN=C2C=CC=CN12)NC=3C=CC(=CC3)S(=O)(=O)N4CCCC4,0.9967,1.2188
Z31238545,NC(=O)C=1C=CC(OC=2C=CC(OC=3C=CC=CC3)=CC2)=C(C1)[N+](=O)[O-],1.3251,1.2336
Z115639094,BrC=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=C3C=CC=NC23,1.427,1.2624
Z131376416,O=C(NC1=NC=2C=CC=CC2S1)C=3C=CC(OCC4=CN5C=CC=CC5=N4)=CC3,1.043,1.2647
Z1003598520,CNC(=O)C=1SC(NC=2C=CC=NC2)=NC1C,0.6485,1.2382
Z223847790,COC=1C=CC=2NC(SCC=3C=CC(=CC3)C(=O)N)=NC2C1,0.8257,1.3091
Z46162263,COC=1C=CC(NC(=O)CN2CCC=3C=CC=CC3C2)=CC1S(=O)(=O)N4CCCCC4,0.9809,1.2137
Z18478259,CC1=CC(=O)OC=2C=C(OCC(=O)NC=3C=CC(F)=C(F)C3F)C=CC12,1.2535,1.2493
Z367291726,CC(C)(C)C1=NC=2C=C(NC(=O)C3=NNC(=O)C=4C=CC=CC34)C=CC2O1,1.2962,1.252
Z821935026,NC(=O)C(N1CCC(CC1)OC=2C=CC=CC2)C=3C=CC=CC3,0.6654,1.525
Z369338320,CN1C(=O)CC=2C=C(C=CC12)C3=CSC(CC4=CSC(C)=N4)=N3,1.1683,1.2386
Z30005926,CCC=1C=CC(=CC1)N2CC(CC2=O)C(=O)NC=3C=CC(=CC3)S(=O)(=O)N4CCOCC4,1.2255,1.2289
Z1731825719,CC(CC=1C=C(C)NN1)NC(=O)NC=2C=CC=C(C2)N(C)C(=O)C,0.8499,1.2525
Z103875156,CC1CC(=O)NC=2C=CC=CC2N1C(=O)CN(C)CC=3C=CC(=CC3)C(F)(F)F,0.8625,1.1798
Z166270024,CC1=NC(CSC=2C=CC(=CN2)C(F)(F)F)=NO1,1.2263,1.2141
Z729879956,CN(CC1=NC=2C=CC=CC2S1)CC3=NC=4N(C)N=CC4C(=O)N3,1.0545,1.2668
Z54643974,COC=1C=CC(CCC(=O)NC2CCOC=3C=CC=CC23)=CC1OC,1.1656,1.2506
Z16287322,CC(OC(=O)C=1C=CC(OCC=2C(C)=NOC2C)=CC1)C(=O)NC=3C=CC(Cl)=CC3,1.4088,1.2374
Z1147868076,FC(F)(F)C1=NC(=NO1)C=2C=CC(=CC2)C(=O)NCC(=O)NC=3C=CC=NC3,0.9558,1.1806
Z117640876,CC1=NN(CC=2C=CC=CC2)C(C)=C1CNC(=O)C3=NNC=4C=CC=CC34,1.1029,1.1739
Z26552509,O=C(NC=1C=CC(=CC1)N2C=NN=N2)C=3C=C(N=C4C=CC=CC34)C5=CC=CS5,1.2541,1.1744
Z70909126,COC=1C=CC(=CC1)N(C)S(=O)(=O)C=2C=CC=C(C2)C(=O)NC=3C=CC=4OC(C)=NC4C3,1.2809,1.2407
Z997128130,O=C(NC1CCN(CC1)C(=O)C=CC2=CC=CO2)C3=CC=CN3,1.0011,1.2286
Z24157671,FC=1C=CC(=CC1)C2=NN=C(SCC(=O)N3CCC=4C=CC=CC34)N2C=5C=CC=CC5,1.3782,1.2644
Z15377418,CC1SC=2C=CC(=CC2NC1=O)C(=O)OCC3=CSC(NC(=O)C)=N3,1.0887,1.2115
Z151883694,CC(=O)C1=C(C)NC(C(=O)CN2C(=O)NC(C)(C2=O)C=3C=CC=C(C3)N4C=NN=N4)=C1C,0.9815,1.2188
Z84582405,CCN1N=C(C(=O)NNC(=O)CCN2C=CN=C2)C=3C=CC=CC3C1=O,0.7169,1.2381
Z397165662,CC=1C=CC=2C=C(NC2C1)C(=O)N3CCCC(C3)NS(=O)(=O)C,1.1212,1.26
Z24161082,CC=1C=CC(NC(=O)CSC2=NN=C(C3CC3)N2C=4C=CC=CC4)=CC1,1.2267,1.1932
Z339581506,FC=1C=CC=CC1CCNC(=O)C=2C=CC(=CC2)S(=O)(=O)N3CCNC(=O)C3,1.0453,1.2171
Z185276022,CC1CCN(C(=O)C=2C=CC=C(C2)S(=O)(=O)N3CCCC3)C=4C=CC=CC4S1,1.344,1.2342
Z355174888,CC1CCCN(C1)S(=O)(=O)NCC2(CCCC2)C=3C=CC=4OCCOC4C3,1.4505,1.1763
Z223675490,O=C(CCC1CC=2C=CC=CC2NC1=O)N3CCC(CC3)NC(=O)C=4C=CC=CC4,1.0062,1.1773
Z558920262,O=C(NCCNC=1N=CC=CC1C#N)NC2=NC=3C=CC=CC3S2,1.1254,1.2318
Z26742567,COC=1C=CC(NC(=O)C2CN(CC=3C=CC(C)=CC3)C(=O)C2)=CC1Cl,1.2678,1.2576
Z91051113,CCN(C=1C=CC=CC1)S(=O)(=O)C=2C=C(C=CC2C)C(=O)N(C)CC3=NC=4C=CC=CC4S3,1.4576,1.2572
Z383115992,CC(C(=O)NC=1C=CC(=NC1)N2CCCCC2)N3C=NC=4C=CC=CC34,0.7865,1.2648
Z18240328,CC(C)(C(=O)OCC(=O)NC=1SC=2CCCC2C1C(=O)N)C=3C=CC=CC3,1.3827,1.2396
Z298622394,CCN1N=NC=2C=C(C=CC12)C(=O)NC=3C=C(C=CC3N4CCCCC4)C(=O)N,1.1956,1.2527
Z16598936,COC=1C=CC=CC1C2=NN=C(SCC(=O)NC=3C=CC(=CC3)C(C)C)N2N,1.235,1.233
Z244353676,OC=1C=CC=CC1NC(=O)C=2C=CC(SCC3=CSC=N3)=CC2,1.1507,1.2176
Z25044636,CC=1C=CC(NC(=O)CC2=NC(CSC=3C=CC=4OCCOC4C3)=CS2)=CC1,1.3547,1.2297
Z80288061,O=C(CN1CCCC1=O)NCC(C2=C(NC=3C=CC=CC23)C=4C=CC=CC4)C=5C=CC=CC5,1.2826,1.2408
Z239423636,CC(=O)C=1C=CC(OCCC(=O)OCC=2C=CC(=CC2)N3C=CC=N3)=CC1,1.2682,1.2115
Z1477440978,CC1=NOC(C)=C1CSC=2C=CC=CC2C(=O)N3CCCC3CC(=O)C=4C=NN(C)C4,1.1465,1.231
Z211311428,CC(C)C=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C=3C=CC4=NN=NN4N3,1.2173,1.1816
Z126267922,ClC=1C=CC(OCCN2CCN(CC2)C(=O)CSC3=NN=NN3C4CC4)=CC1,0.8867,1.1877
Z15792194,CC(C)(C)C(=O)COC(=O)C(CO)NS(=O)(=O)C=1C=CC(Br)=CC1,1.2069,1.2277
Z339501748,CCN(C(C)C)C=1C=CC(NC(=O)C2=NNC=3C=CC(=CC23)[N+](=O)[O-])=CC1,0.9344,1.2435
Z18720693,COC=1C=CC(CCNC(=O)COC(=O)C=2C=CC(=CC2)S(=O)(=O)N3CCCC3)=CC1OC,1.1903,1.2161
Z425640152,CC1=C(C(C=2C=CC(Cl)=CC2)N3N=C(N=C3N1)C=4C=CC=C(Cl)C4)C(=O)N,1.1822,1.175
Z49546607,CC1=NN(C(Cl)=C1C=NNC(=O)C=2C=CC=3C=CC=CC3N2)C=4C=CC=C(C4)C(F)(F)F,1.4984,1.1739
Z51792517,ClC=1C=CC=2N=C(NC(=O)C=3C=NN(N3)C=4C=CC=CC4)SC2C1,1.5261,1.2347
Z19859895,CC1=NN(C(C)=C1NC(=O)CSC2=NN=C(C=3C=CC=CC3)N2C=4C=CC(C)=CC4)C=5C=CC(C)=CC5,1.412,1.276
Z26980057,CC1=CC(C(=O)N2CCN(CC2)C(=O)C=3C=CC=CC3)=C(C)O1,1.0444,1.1799
Z235868512,CCCCN1C(N)=C(N(CCOC)CC=2C=CC(=CC2)C(C)C)C(=O)NC1=O,1.3467,1.2636
Z86125343,O=C(CC1SC(=NC1=O)N2CCCC2)NC=3C=CC(=CC3)C(=O)NC=4C=CC=C5N=CC=CC45,0.9081,1.2595
Z71388716,CC=1C=CN=C(NC(=O)C=2C=NC=C(Br)C2)C1,0.9944,1.2342
Z240490602,CC=1OC(=NC1CC(=O)N(CC=2C=CC=CC2F)C3CC3)C=4C=CC=CC4,1.4697,1.2546
Z316291356,CCCC1=NOC(=N1)C(C)N(C)CC=2C=CC=3OCOC3C2,1.1378,1.2342
Z56807136,CCN(CC)C=1C=CC(NC(=O)COC(=O)CC=2C=CC(Cl)=CC2)=CC1.OS(=O)(=O)O,1.0214,1.2426
Z1207824140,CN(CC(C)(C)O)C=1C=CN=C(N1)C=2C=CC=CC2,0.6479,1.1076
Z993970820,CC1=CC(=C(C)O1)C2(C)NC(=O)N(CC3=NN=NN3C=4C=CC=CC4)C2=O,1.1422,1.2102
Z217020958,O=C(NCC=1C=CC=CC1COC=2C=CC=CC2)C3CCCO3,1.329,1.2841
Z54317183,OC=1C=CC(Br)=CC1C=C(C#N)C(=O)NC=2C=C(Cl)C=CC2Cl,1.7503,1.295
Z635395118,CC(C)OC=1C=CC(CNCC=2C=CC(=NC2)N3N=C(C)C=C3C)=CC1,1.0201,1.2305
Z30614074,CCOC(=O)N1CCN(CC1)C(=O)C(NC(=O)C=2C=CC(=CC2)C(C)(C)C)C(C)C,1.3957,1.2297
Z381752066,CC(C)(C)C1=CSC(NC(=O)C2=CC(=NO2)C=3C=CC=CC3)=N1,1.4244,1.1816
Z30199666,O=C(CC=1C=CC=C2C=CC=CC12)NC3=NC=4C=CC=CC4S3,1.3168,1.1816
Z49496768,CC1=CC(NC(=O)COC(=O)C=2C=CC=3CCCC3C2)=NO1,1.2044,1.2381
Z119622276,CC=1C=COC1C(=O)NCC=2C(C)=NN(CC=3C=CC=CC3)C2C,1.2211,1.2708
Z19739291,O=C(COC=1C=CC(C#N)=CC1)C=2C=CC=3C=CC=CC3C2,1.3543,1.2132
Z54497040,CCN1C(=O)N(CC(=O)C=2NC(C)=C(C(=O)C)C2C)C(=O)C1=O,1.0274,1.2508
Z219675780,CCCNC(=O)CN(C)C(=O)C=1C=C(N=C2ON=C(C)C12)C=3C=CC=CC3F,1.2005,1.2454
Z333785312,CC(N(C)C(=O)C1=CC(C)=NO1)C(C)(C)C,1.1923,1.2171
Z425228820,CC1=C(OC=2CC(C)(C)CC(=O)C12)C(=O)N3CCN(CCC=4C=CC=CC4)CC3,0.9691,1.2131
Z19647745,CN1C(N)=C(C(=O)CSC=2C=CC=3C=CC=CC3N2)C(=O)N(C)C1=O,1.1726,1.2506
Z1410709602,NC=1N=CC=NC1C(=O)NC=2C=CC=3N=C(CC=4C=CC=CC4)OC3C2,1.3878,1.3258
Z107734952,CC=1C=C(OCCCC(=O)NC=2C=CN(C)N2)C=CC1Cl,1.2504,1.2511
Z65196899,CSC=1C=CC=CC1NC(=O)CN2CCCC2C=3C=CC=4OCCCOC4C3,1.0423,1.2136
Z982086630,CC(CC=1C=CSC1)NC(=O)CNC(=O)C=2C=C(ON2)C=3C=CC=CC3,1.2208,1.2181
Z19730509,COC=1C=CC(=CC1)C2CC(=NN2C(=O)COC=3C=CC(=CC3)[N+](=O)[O-])C=4C=CC=CC4,1.4757,1.2302
Z18445498,CC(NC(=O)COC(=O)C=1C=CC=C(F)C1)C=2C=CC=CC2,1.2164,1.1995
Z96632154,CN(C)C(=O)CNC(=O)CN1C=NC=2SC=C(C=3C=CC(F)=CC3)C2C1=O,1.0294,1.1867
Z73938611,CC1(NC(=O)N(CC(=O)N2CCN(CC2)C(=O)C3=CC=CS3)C1=O)C=4C=CC=C5C=CC=CC45,1.0698,1.1739
Z27481928,COC(=O)C=1C=CC(CSC2=NN=C(NC(=O)CC3=COC=4C=C(C)C=CC34)S2)=CC1,1.4393,1.2324
Z33110609,O=C(CCC1=CNC=2C=CC=CC12)NNC(=S)NCC=3C=CC=CC3,1.1407,1.2357
Z638778480,O=C(NC1CCCCC1)C(C#N)C(=O)C=CC=2C=CC=CC2,1.6345,1.2366
Z441763404,CCC1=NN=C(NC(=O)C=2C=C(N=C3N(N=C(C)C23)C(C)(C)C)C4CC4)S1,1.5209,1.2466
Z31014442,CC=1C=C(C)C=C(NC(=O)CN2CCN(CC2)S(=O)(=O)C=3C=CC=CC3)C1,1.2216,1.2523
Z328680462,CC(C)NC(=O)CCNC=1N=CN=C2SC=C(C=3C=CC=CC3)C12,1.1726,1.2556
Z223372324,CCOC=1C=CC(=CC1)C(=O)N2CCC(CC2)C(=O)C=3C=CC=4OCCOC4C3,1.3286,1.2639
Z30701923,CC(C)C(NC(=O)CC=1SC(C)=NC1C=2C=CC(F)=CC2)C3=NC=4C=CC=CC4N3,1.0182,1.2626
Z243558796,NC(=O)COC=1C=CC=C(NC(=O)C=2C=CSC2)C1,0.9054,1.2219
Z771183804,CC(C)OC(=O)C1=C(C)NC(C(=O)N2CCNC(=O)CC2C=3C=CC=CC3)=C1C,1.1423,1.2166
Z24539416,CC(C)NC(=O)NC(=O)CSC1=NN=C(C=2C=CC(Cl)=CC2)N1CC=3C=CC=CC3,1.2811,1.1809
Z115046660,CC(C)CN1N=C(C)C(CCC(=O)NCCC=2C=CC=3OCCOC3C2)=C1C,1.0843,1.2178
Z666159356,CC1=NN(CC=2C=CC=CC2)C(Cl)=C1CSC3=NN=C(O3)C(C)(C)C,1.4479,1.2137
Z354545838,ClC=1C=CC(=CC1)C2=NC(CN3CCN(CC3)C=4OC(=NC4C#N)C5=CC=CO5)=CO2,1.169,1.2273
Z27509245,CC(C)CC(NS(=O)(=O)C=1C=CC(C)=CC1)C(=O)NCC(C)(C)N2CCOCC2,0.9765,1.2777
Z236688926,COC=1C=CC=CC1C(CNC(=O)CC2SC=3C=CC(Cl)=CC3NC2=O)N(C)C,0.9184,1.2184
Z466826570,CC=1C=C(C)N=C(NNC(=O)C2=CC=C(COC=3C=CC(Br)=CC3)O2)N1,1.1612,1.1763
Z301132766,FC=1C=CC=2NC(=CC2C1)C(=O)NC=3C=CC(SCC=4C=CC=NC4)=CC3,1.1136,1.2273
Z45505163,NC(=O)C1CN(C=2C=CC=CC2O1)S(=O)(=O)C=3C=CC=CC3,1.086,1.2157
Z19652849,O=C(CSC1=NC=2C=CC=CC2S1)NC=3C=CC=CC3C=4C=CC=CC4,1.5481,1.2645
Z49628777,OC=1C=CC(C=NNC(=O)C=2C=C3C=CC=CC3=CC2O)=CC1O,1.1023,1.2612
Z409679084,O=C(NCCCN1CCCC1=O)NC=2C=CC=C3C=NC=CC23,0.5883,1.1829
Z45411967,CN(C=1C=CC(OS(=O)(=O)C=2C=CC=C(Cl)C2)=CC1)S(=O)(=O)C=3C=CC=CC3,1.4633,1.2324
Z46363670,CN(CC(=O)NC=1SC=2CCCCC2C1C(=O)N)CC(=O)NC=3C=CC=CC3Cl,1.2766,1.2644
Z1444393939,COC=1C=C(C)C=CC1OCC(=O)NC2(CC=3C=CC=CC3C2)C(=O)O,1.213,1.2274
Z239138598,CC1=NN(C)C=2N=CC(=CC12)C(=O)N3CCC=4C=CC=CC4C3,1.2051,1.2749
Z45823590,COC=1C=CC(CCNC(=S)NC2CC2)=CC1,1.1163,1.2451
Z25277733,CCOC(=O)C=1SC=2N=C(NC(=O)C2C1C)C(C)OC(=O)CC3=COC=4C=C5CCCC5=CC34,1.5994,1.262
Z899901662,CN1C(=O)N(C)C=2N=CC(=CC2C1=O)C(=O)N3CCN(CC3)C4CC4,0.6008,1.1769
Z56644106,COC=1C=CC(=CC1OC)C=2C=C(C(=O)O)C=3C(C)=NN(C4CCS(=O)(=O)C4)C3N2,1.1168,1.2604
Z127272256,CCOC=1C=CC(OC=2C=NN(C=3C=CC(=CN3)C(F)(F)F)C(=O)C2Cl)=CC1,1.446,1.254
Z89343840,CC(C)CC1=NN=C(NC(=O)C=2C=COC2C)S1,1.2615,1.252
Z45626695,COC(=O)C=1C=CC(C(=O)OC)=C(C1)S(=O)(=O)NC=2C=C(OC)C(Cl)=CC2OC,1.3465,1.2122
Z21778308,NC(=O)C=1C=CC(NC(=O)CSC2=NN=C3C(Cl)=CC(Cl)=CN23)=CC1,0.901,1.2292
Z237506648,NS(=O)(=O)C=1C=CC(CCNC(=O)C2=CN(CC=3C=CC=CC3)N=N2)=CC1,1.0169,1.2493
Z381146822,CN(C)S(=O)(=O)C=1C=CC(Cl)=C(C1)C(=O)NC2=NC(=CS2)C(F)(F)F,1.3126,1.2374
Z338085250,CCN1C(=O)NC(=O)C=2C(=CC(=NC12)C(C)C)C(=O)N(C)CC=3C=CC=CC3C,1.3523,1.2299
Z343565074,CN(C)C(CNC(=O)C=1NC(C)=C(C(=O)C)C1C)C=2C=CSC2,0.7451,1.2166
Z26429791,CCC(=O)C=1C=CC(OC(=O)C=2C(C)=NOC2C)=CC1,1.3069,1.233
Z734258972,CC=1C=C(N=C(N)N1)N2CCN(CCC(C)(C)C)CC2,0.5282,1.1825
Z425106814,CCOC(=O)C=1C=NN2C(O)=CC(CN(C)CC=3C=CC=CC3Cl)=NC12,1.2096,1.1855
Z225661886,O=C(N1CCC=2NC=3C=CC=CC3C2C1)C=4C=CC=5NC(=O)CCC5C4,1.0314,1.2149
Z756807792,O=C(CSCC=1C=CC=CN1)N2CCN(CC2)C(=O)NC3CCCCC3,0.8747,1.2145
Z20249657,O=C(CSC1=NN=C(C2=CC=CO2)N1C=3C=CC=CC3)C(=C4NC=5C=CC=CC5N4)C#N,1.1762,1.2386
Z18701791,ClC=1C=CC(=CC1)C(=O)COC(=O)C=2C=CC=C(C2)S(=O)(=O)N3CCC=4C=CC=CC34,1.5185,1.2342
Z325355604,CC1=CC(NC(=O)CSC2=NN=C(C=3C=C(Cl)SC3Cl)C(=O)N2)=NO1,1.1481,1.217
Z24769242,COC=1C=CC(C(=O)OCC(=O)NC=2SC=3CCCC3C2C(=O)N)=C(O)C1,1.3215,1.2206
Z31211703,COC=1C=CC=CC1OC=2N=CN=C3SC=C(C=4C=CC(C)=CC4)C23,1.4991,1.2161
Z339430218,COC=1C=CC(NC(=O)C=2C=CC(=CC2)S(=O)(=O)NCCC3=CC=CS3)=CN1,1.2005,1.2228
Z286693790,COC=1C=CC(C2CCCN2CC3=COC(=N3)C=4C=CC(F)=CC4)=C(OC)C1,1.0564,1.2407
Z167242894,CN(CC(=O)NC(C)(C)C)C(=O)C=1C=C(Cl)C=C(Cl)C1,1.2517,1.2523
Z289423146,CC=1C=C(NC(=O)C=2C=CC=NC2O)C=CC1NC(=O)C=3C=CC=C(C3)S(=O)(=O)C,0.9192,1.2312
Z20247207,CC=1C=CC=CC1NC=2N=C(N)N=C(CSC=3N=CN=C4SC=CC34)N2,1.1467,1.2303
Z217607952,FC=1C=CC(=CC1)C(=O)NNC(=O)CCNC(=O)NCC=2C=CC=CC2,0.9379,1.2168
Z366540910,[O-][N+](=O)C=1C=NN(CC(=O)NCCNC=2C=CC(=CN2)C(F)(F)F)C1,1.0029,1.232
Z27664874,ClC=1C=CC(C(=O)NC2=NC=3C=CC=CC3N2)=C(NC(=O)C4=CC=CS4)C1,1.3575,1.1734
Z298189772,COC=1C=CC(=CC1)C2=NC(CN3C=NC(C#N)=N3)=NO2,0.9161,1.2246
Z107097266,CC=1C=CC(NC=2N=C(N)N=C(CN3C(=O)N(CC=4C=CC=CC4)C(=O)C3=O)N2)=CC1,1.2959,1.2606
Z15689542,CC1=NN(C(C)=C1Cl)C=2C=CC(=CC2)C(=O)OCC(=O)NC=3C=CC=C(C3)S(=O)(=O)N,1.2834,1.2591
Z453644606,CCC=1N=C(NC(=O)C2=NN(C(C)=CC2=O)C=3C=CC=CC3F)SC1C,1.3236,1.293
Z13722906,CN1C(SCC(=O)NC2(CC3CC4CC(C3)C2)C4)=NC=5SC=6CCCCC6C5C1=O,1.6601,1.2362
Z46424125,FC(F)(F)C=1C=CC(=NC1)N2CCN(CC(=O)NC3CC3)CC2,0.8718,1.2316
Z1065887586,CC(C)N1C=C(NC(=O)C=2C=CC(=CC2)C(F)(F)F)C=N1,1.2672,1.2874
Z278646718,CC(NC(=O)C(CC1=CNC=2C=CC=CC12)NC(=O)N)C3CC3,0.9972,1.267
Z422493330,COC=1C=C2CCN(C(C3=CC=CS3)C2=CC1OC)C(=O)CCCN4C(=O)CCC4=O,1.1401,1.2281
Z144304050,ClC=1C=CC=2OC(CC2C1)C(=O)N3CCC=4C=CC=CC4C3,1.4172,1.2618
Z363593320,CSC=1C=CC(Cl)=C(C1)C(=O)NC=2C(C)=CC(C)=NC2C,0.8488,1.1721
